Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
2.5m	194.8m					
2.5m	193.8m					
2.5m	192.7m					
2.5m	190.7m					
2.5m	190.3m					
2.5m	184.9m					
2.5m	184.2m					
2.4m	185.6m					
2.5m	188.2m					
2.4m	190.5m					
2.5m	193.1m					
2.5m	194.3m					
2.5m	197.1m					
2.4m	197.9m					
2.4m	197.6m					
2.4m	194.6m					
2.4m	196.9m					
2.4m	198.6m					
2.4m	202.1m					
2.4m	202.2m					
2.3m	201.8m					
2.3m	201.2m					
2.3m	200.3m					
2.3m	199m					
2.3m	195.2m					
2.3m	193.2m					
2.4m	196.3m					
2.3m	197.1m					
2.3m	198.6m					
2.3m	199.7m					
2.3m	200.1m					
2.3m	199m					
2.2m	199.4m					
2.2m	199.9m					
2.2m	196.6m					
2.2m	197.2m					
2.2m	199.2m					
2.2m	200.9m					
2.2m	201.5m					
2.2m	202.8m					
2.1m	202m					
2.1m	201m					
2.1m	200.5m					
2.1m	197.6m					
2.1m	194.5m					
2.1m	194.1m					
2.1m	194.2m					
2.1m	195.1m					
2.1m	196.1m					
2.1m	197m					
2.1m	197.7m					
2m	198.7m					
2m	201.3m					
2m	200.4m					
2m	200.8m					
2m	203.5m					
2m	205.1m					
2m	206m					
2m	207.5m					
2m	208m					
2m	208.2m					
1.9m	209.8m					
1.9m	209.1m					
1.9m	207.8m					
2m	203.6m					
1.9m	203.6m					
1.9m	203.4m					
1.9m	206.1m					
1.9m	207.1m					
1.8m	207.1m					
1.8m	206.7m					
1.9m	206.5m					
1.8m	206.3m					
1.8m	203m					
1.8m	202.3m					
1.8m	204.6m					
1.8m	206.2m					
1.8m	208.6m					
1.8m	211.2m					
1.8m	210.3m					
1.7m	209.6m					
1.7m	211.2m					
1.7m	208.8m					
1.7m	206.6m					
1.7m	205.4m					
1.7m	204.7m					
1.7m	204.3m					
1.7m	206.2m					
1.7m	206.5m					
1.6m	207m					
1.6m	209.5m					
1.7m	209.8m					
1.6m	210.1m					
1.6m	207.8m					
1.6m	207.4m					
1.6m	209.2m					
1.6m	213.2m					
1.6m	215.4m					
1.6m	216.1m					
1.6m	214.5m					
1.6m	215m					
1.5m	216.5m					
1.6m	213.7m					
1.5m	213.4m					
1.5m	214.4m					
1.5m	214.6m					
1.5m	215.8m					
1.4m	217.5m					
1.4m	218.8m					
1.5m	219.4m					
1.5m	219.8m					
1.5m	218.8m					
1.4m	216m					
1.4m	214.2m					
1.4m	217.3m					
1.4m	218.7m					
1.4m	220.1m					
1.4m	220.6m					
1.4m	218.7m					
1.4m	218.6m					
1.3m	219.1m					
1.3m	215.5m					
1.3m	214m					
1.3m	210.7m					
1.3m	211.9m					
1.3m	213.7m					
1.3m	217.4m					
1.3m	221.5m					
1.3m	221.4m					
1.3m	221.4m					
1.2m	223.8m					
1.2m	223.5m					
1.2m	223.9m					
1.2m	224.6m					
1.2m	224.2m					
1.2m	226.3m					
1.2m	229.2m					
1.2m	229.8m					
1.2m	227.8m					
1.1m	227.3m					
1.2m	227.5m					
1.1m	225m					
1.1m	225m					
1.1m	225.7m					
1.1m	226.4m					
1.1m	229.2m					
1.1m	230.2m					
1.1m	232m					
1.1m	231.4m					
1.1m	231.8m					
1.1m	231.7m					
1.1m	230.5m					
1m	231m					
1m	230.8m					
1m	230.3m					
1m	234.6m					
988.2u	236.4m					
991.4u	236.1m					
971.8u	234.1m					
925.8u	235.4m					
961.9u	234.7m					
955.4u	233.3m					
942.2u	231.5m					
916u	231.5m					
909.5u	235.6m					
925.8u	236.9m					
886.5u	236.7m					
896.3u	234.2m					
860.3u	236m					
866.8u	238.7m					
857u	236.8m					
850.4u	232.3m					
843.9u	233m					
824.2u	235.6m					
824.2u	239.7m					
797.9u	240.7m					
791.4u	241.4m					
761.9u	242.5m					
814.3u	244.5m					
768.4u	244.2m					
781.5u	242.2m					
742.2u	242m					
725.8u	244.9m					
679.9u	244.5m					
722.5u	247m					
712.7u	249.9m					
689.7u	249.5m					
689.7u	247.3m					
673.3u	250.3m					
666.7u	250.1m					
656.9u	247.5m					
647.1u	244.4m					
640.5u	248.9m					
640.5u	250.9m					
617.6u	250.9m					
607.7u	250.7m					
601.2u	252.9m					
552u	252.8m					
571.6u	252m					
545.4u	252.1m					
535.6u	252m					
525.7u	251.1m					
535.6u	251.6m					
545.4u	257.1m					
522.4u	257.2m					
515.9u	256.9m					
492.9u	257m					
496.2u	261.1m					
479.8u	258.8m					
470u	257.3m					
460.1u	257.6m					
456.8u	259m					
443.7u	259.1m					
437.2u	265.5m					
420.8u	264.8m					
404.4u	265.1m					
420.8u	267.3m					
397.8u	269m					
391.2u	268.1m					
374.9u	267.5m					
345.3u	265.3m					
332.2u	266.2m					
358.5u	269.6m					
332.2u	271m					
312.5u	270.1m					
319.1u	272.5m					
296.1u	270.6m					
292.9u	270.8m					
279.7u	271.8m					
269.9u	270.2m					
266.6u	268.5m					
253.5u	272.6m					
243.7u	273.7m					
230.5u	276.3m					
230.5u	279.2m					
204.3u	278.1m					
210.9u	280m					
194.5u	281.9m					
174.8u	280.8m					
171.5u	279.5m					
171.5u	282m					
158.4u	281.5m					
138.7u	287.3m					
132.1u	287.1m					
122.3u	289.5m					
109.2u	290.3m					
109.2u	292m					
92.8u	292.9m					
83u	290.6m					
69.8u	289.3m					
63.3u	292m					
50.2u	288.8m					
43.6u	295m					
33.8u	292.4m					
20.6u	294.1m					
14.1u	293.9m					
4.2u	295.3m					
4.2u	296.3m					
-2.3u	293.7m					
959.5n	294.9m					
-31.8u	297.2m					
-51.5u	302m					
-54.8u	305.4m					
-67.9u	306.1m					
-74.5u	309.4m					
-84.3u	309.7m					
-90.9u	313m					
-104u	312.2m					
-117.1u	311.3m					
-127u	309.7m					
-136.8u	314.9m					
-146.6u	314.6m					
-146.6u	318.9m					
-179.4u	318.1m					
-169.6u	319.8m					
-186u	318.3m					
-195.8u	319.6m					
-202.4u	318.3m					
-205.7u	314.7m					
-222.1u	315.8m					
-245u	319.1m					
-245u	321.2m					
-261.4u	324.1m					
-261.4u	325.8m					
-274.5u	327.3m					
-284.4u	330.5m					
-294.2u	332.9m					
-304.1u	332m					
-313.9u	332.6m					
-327u	335.9m					
-330.3u	338m					
-333.6u	342.1m					
-336.9u	343m					
-366.4u	345.7m					
-376.2u	345.4m					
-372.9u	348.8m					
-382.8u	346.8m					
-402.4u	346.5m					
-399.2u	343.8m					
-428.7u	346.2m					
-438.5u	348.9m					
-441.8u	349.3m					
-451.6u	352.7m					
-464.8u	351.9m					
-477.9u	353m					
-477.9u	355.4m					
-491u	355m					
-507.4u	354.7m					
-517.2u	358m					
-527.1u	359.7m					
-517.2u	367.2m					
-566.4u	367m					
-550u	371.8m					
-569.7u	371.8m					
-586.1u	374.5m					
-576.3u	375.9m					
-559.9u	376m					
-599.2u	370.7m					
-625.5u	377.7m					
-602.5u	375.9m					
-632u	378.8m					
-641.9u	377.8m					
-658.3u	380.9m					
-668.1u	378.8m					
-658.3u	381.7m					
-677.9u	381.3m					
-691.1u	380.6m					
-704.2u	377.6m					
-710.7u	385.7m					
-743.5u	386.8m					
-707.5u	393.2m					
-740.3u	395.6m					
-776.3u	398.9m					
-759.9u	399.6m					
-763.2u	402.1m					
-753.4u	403m					
-805.9u	400.6m					
-786.2u	402.8m					
-805.9u	403.8m					
-805.9u	404.2m					
-828.8u	407m					
-858.3u	406.4m					
-851.8u	406.4m					
-858.3u	406.6m					
-871.5u	407.4m					
-871.5u	407.5m					
-887.9u	403.6m					
-897.7u	407.4m					
-884.6u	407.9m					
-937u	413.3m					
-914.1u	415.9m					
-950.2u	419m					
-940.3u	418m					
-956.7u	422m					
-937u	422.1m					
-960u	423m					
-999.4u	418.4m					
-979.7u	421.8m					
-1m	420m					
-1m	424.7m					
-1m	423.7m					
-1m	426.3m					
-1.1m	421.9m					
-1.1m	426.3m					
-1.1m	424.5m					
-1.1m	426m					
-1.1m	422.2m					
-1.1m	429.4m					
-1m	426.9m					
-1.1m	432.2m					
-1.1m	432.1m					
-1.1m	434.6m					
-1.1m	433m					
-1.1m	435.5m					
-1.2m	434.4m					
-1.2m	429.8m					
-1.2m	428.6m					
-1.2m	429.3m					
-1.2m	431.9m					
-1.2m	431.9m					
-1.2m	430m					
-1.2m	427m					
-1.3m	426m					
-1.3m	428m					
-1.3m	428m					
-1.3m	426.1m					
-1.2m	429.1m					
-1.3m	432.8m					
-1.3m	438.2m					
-1.3m	439.9m					
-1.3m	442.1m					
-1.3m	439.2m					
-1.3m	441.7m					
-1.3m	439.2m					
-1.4m	438.8m					
-1.4m	431.7m					
-1.4m	434m					
-1.4m	428.7m					
-1.4m	430.6m					
-1.4m	425.8m					
-1.4m	426.8m					
-1.4m	421.7m					
-1.4m	424.8m					
-1.5m	424.8m					
-1.4m	427.8m					
-1.5m	423.9m					
-1.5m	430.6m					
-1.5m	429.8m					
-1.5m	435.2m					
-1.5m	434.8m					
-1.5m	435.6m					
-1.5m	429.9m					
-1.6m	431.3m					
-1.5m	425.9m					
-1.6m	422.2m					
-1.6m	416.4m					
-1.6m	415.7m					
-1.6m	411.4m					
-1.6m	411.3m					
-1.6m	405.5m					
-1.6m	404.2m					
-1.6m	402.1m					
-1.7m	405.4m					
-1.7m	403.2m					
-1.6m	400.8m					
-1.7m	403.2m					
-1.7m	406.8m					
-1.7m	406.7m					
-1.7m	408.9m					
-1.7m	406.7m					
-1.8m	405.1m					
-1.7m	401.3m					
-1.7m	400.8m					
-1.7m	397.8m					
-1.8m	390.6m					
-1.8m	388.1m					
-1.8m	386.2m					
-1.8m	386.5m					
-1.8m	382.2m					
-1.8m	379.4m					
-1.8m	375.4m					
-1.8m	374.3m					
-1.8m	372.6m					
-1.9m	374.2m					
-1.9m	369m					
-1.9m	371.7m					
-1.9m	370.8m					
-1.9m	374.2m					
-1.9m	373.1m					
-1.9m	373.4m					
-2m	367.5m					
-1.9m	367.3m					
-1.9m	365.1m					
-1.9m	362.1m					
-2m	354.7m					
-2m	357.7m					
-2m	352.6m					
-2m	355.7m					
-2m	352.1m					
-2m	348.8m					
-2m	343.3m					
-2m	342.5m					
-2m	339.9m					
-2m	336.6m					
-2m	333.8m					
-2m	335m					
-2m	336.1m					
-2.1m	339.4m					
-2.1m	338.6m					
-2.1m	340.4m					
-2.1m	336.2m					
-2.1m	338.3m					
-2.1m	334.1m					
-2.1m	331.3m					
-2.2m	325.2m					
-2.2m	327.6m					
-2.2m	325.4m					
-2.2m	327.2m					
-2.2m	325.6m					
-2.2m	324.2m					
-2.2m	322.7m					
-2.3m	322.8m					
-2.3m	319.5m					
-2.2m	316.4m					
-2.3m	313.5m					
-2.3m	314.6m					
-2.3m	312.7m					
-2.3m	314.1m					
-2.3m	312.1m					
-2.3m	310.7m					
-2.3m	309.7m					
-2.3m	309.1m					
-2.3m	306.9m					
-2.4m	300.2m					
-2.3m	303m					
-2.4m	297.5m					
-2.4m	302.7m					
-2.4m	299m					
-2.4m	299.1m					
-2.4m	296.6m					
-2.4m	297.9m					
-2.4m	297m					
-2.5m	293.2m					
-2.4m	292.3m					
-2.5m	293.1m					
-2.5m	293.4m					
-2.5m	297.2m					
-2.5m	294.8m					
-2.5m	298m					
-2.5m	294.3m					
-2.5m	297.8m					
-2.5m	295.3m					
-2.5m	292.1m					
-2.5m	291.3m					
-2.5m	290.6m					
-2.6m	292.4m					
-2.6m	293.8m					
-2.6m	292.9m					
-2.6m	293.4m					
-2.6m	289.1m					
-2.6m	290.9m					
-2.6m	286.8m					
-2.6m	282.4m					
-2.6m	282.6m					
-2.6m	280.2m					
-2.6m	282.4m					
-2.7m	282.9m					
-2.7m	281.8m					
-2.7m	282.2m					
-2.7m	280.5m					
-2.7m	281.7m					
-2.7m	282m					
-2.7m	277.7m					
-2.7m	280.1m					
-2.8m	280.9m					
-2.8m	282m					
-2.8m	285.1m					
-2.8m	284.5m					
-2.8m	283.2m					
-2.8m	285.8m					
-2.8m	283.2m					
-2.8m	282.1m					
-2.8m	279.4m					
-2.8m	278.7m					
-2.9m	279.9m					
-2.9m	280.1m					
-2.9m	280.9m					
-2.9m	282.7m					
-2.9m	276m					
-2.9m	279.9m					
-2.9m	277.5m					
-2.9m	271.6m					
-2.9m	271.7m					
-2.9m	274.2m					
-2.9m	270.9m					
-3m	276.5m					
-3m	274.9m					
-3m	274m					
-3m	274.8m					
-3m	275.5m					
-3m	274.8m					
-3m	273.3m					
-3m	270m					
-3m	273m					
-3.1m	275.6m					
-3.1m	275.6m					
-3.1m	277.2m					
-3.1m	277.4m					
-3.1m	275.1m					
-3.1m	277.3m					
-3.1m	275.9m					
-3.1m	268.5m					
-3.2m	271.4m					
-3.1m	271.7m					
-3.2m	271.7m					
-3.2m	274.1m					
-3.2m	272m					
-3.2m	269.3m					
-3.2m	271.3m					
-3.2m	268.8m					
-3.2m	267.4m					
-3.3m	266.7m					
-3.3m	265.8m					
-3.2m	265m					
-3.2m	269.8m					
-3.3m	269.5m					
-3.3m	270m					
-3.3m	270.7m					
-3.3m	270.8m					
-3.3m	269.3m					
-3.3m	268.9m					
-3.3m	265m					
-3.3m	266.4m					
-3.4m	268.2m					
-3.4m	269.6m					
-3.4m	269m					
-3.4m	271.2m					
-3.4m	267.3m					
-3.4m	268.8m					
-3.4m	268.8m					
-3.5m	264.8m					
-3.4m	261.1m					
-3.4m	266.4m					
-3.4m	265m					
-3.4m	265.4m					
-3.5m	267m					
-3.5m	265.6m					
-3.5m	263.6m					
-3.5m	266.2m					
-3.5m	265.8m					
-3.5m	259m					
-3.5m	261.5m					
-3.5m	263m					
-3.6m	262.3m					
-3.6m	265.1m					
-3.6m	266.4m					
-3.6m	264.2m					
-3.6m	265.2m					
-3.6m	265.2m					
-3.6m	263.4m					
-3.7m	258.8m					
-3.6m	262m					
-3.6m	260.8m					
-3.6m	262.4m					
-3.6m	265m					
-3.7m	264.5m					
-3.7m	261.3m					
-3.7m	265.1m					
-3.7m	264m					
-3.7m	259.6m					
-3.7m	258.1m					
-3.7m	261.4m					
-3.7m	258.1m					
-3.8m	261.2m					
-3.8m	261.6m					
-3.8m	260.3m					
-3.8m	257.4m					
-3.8m	260.8m					
-3.8m	259m					
-3.8m	255m					
-3.8m	255m					
-3.8m	257.6m					
-3.8m	255.3m					
-3.9m	259.7m					
-3.8m	260.6m					
-3.8m	259.5m					
-3.9m	258.2m					
-3.9m	260.6m					
-3.9m	258.4m					
-3.9m	253.9m					
-3.9m	255.4m					
-3.9m	257.3m					
-4m	257m					
-3.9m	259.7m					
-4m	261.2m					
-4m	259m					
-4m	258.8m					
-4m	261.1m					
-4m	259.5m					
-4m	252.2m					
-4m	255.7m					
-4m	256.5m					
-4m	255.3m					
-4.1m	256.2m					
-4m	257.8m					
-4.1m	253.2m					
-4.1m	252.5m					
-4.1m	253.3m					
-4.1m	253.3m					
-4.1m	247.4m					
-4.1m	249.7m					
-4.1m	251.7m					
-4.2m	252.8m					
-4.1m	253.3m					
-4.2m	255.8m					
-4.2m	255.9m					
-4.2m	255.5m					
-4.2m	255.1m					
-4.2m	254.5m					
-4.2m	251.4m					
-4.2m	251.9m					
-4.2m	253.7m					
-4.2m	255.9m					
-4.2m	254.7m					
-4.3m	254.9m					
-4.2m	255.2m					
-4.3m	254.7m					
-4.3m	253.7m					
-4.3m	251.5m					
-4.3m	250.1m					
-4.3m	249.2m					
-4.3m	251.3m					
-4.4m	253.8m					
-4.3m	252.1m					
-4.4m	250.1m					
-4.3m	250.6m					
-4.4m	251.1m					
-4.4m	248m					
-4.4m	244.9m					
-4.4m	248m					
-4.4m	247.9m					
-4.4m	247.8m					
-4.4m	250.3m					
-4.4m	252.8m					
-4.5m	251m					
-4.5m	250.5m					
-4.5m	252.4m					
-4.5m	251.3m					
-4.5m	244.9m					
-4.5m	247.7m					
-4.5m	249.7m					
-4.5m	250.4m					
-4.5m	249.7m					
-4.5m	250.5m					
-4.5m	250.5m					
-4.5m	249.9m					
-4.5m	248.5m					
-4.6m	247.6m					
-4.6m	246m					
-4.6m	244.7m					
-4.6m	245.1m					
-4.6m	250.1m					
-4.6m	248.4m					
-4.6m	245.7m					
-4.6m	244.4m					
-4.7m	247.3m					
-4.7m	244.9m					
-4.7m	240.6m					
-4.7m	239.7m					
-4.7m	244.1m					
-4.7m	243.2m					
-4.7m	244.7m					
-4.7m	246.2m					
-4.7m	247.7m					
-4.8m	245.4m					
-4.7m	246m					
-4.8m	246m					
-4.8m	245.6m					
-4.8m	242.1m					
-4.8m	242.8m					
-4.8m	247.2m					
-4.8m	248.4m					
-4.8m	247.7m					
-4.8m	246.4m					
-4.8m	248.7m					
-4.9m	248m					
-4.9m	245.6m					
-4.8m	241.2m					
-4.9m	245.3m					
-4.9m	244.7m					
-4.9m	244.3m					
-4.9m	245.4m					
-4.9m	246.5m					
-4.9m	242.6m					
-4.9m	239.6m					
-5m	238.3m					
-4.9m	234.9m					
-5m	232.4m					
-5m	231.3m					
-5m	231.7m					
