Current (mA) - Plot 0	Flow (GPM) - Plot 0	Current (mA) - Plot 1	Flow (GPM) - Plot 1	Current (mA) - Plot 2	Flow (GPM) - Plot 2	
-2.7m	186.9m					
-2.7m	187.3m					
-2.6m	188m					
-2.7m	188m					
-2.7m	188m					
-2.7m	186.6m					
-2.6m	186.5m					
-2.7m	184.2m					
-2.6m	184.4m					
-2.6m	185.2m					
-2.7m	187.2m					
-2.6m	188.5m					
-2.7m	188.7m					
-2.6m	189.2m					
-2.7m	190.3m					
-2.6m	188.2m					
-2.6m	187.2m					
-2.6m	187.8m					
-2.6m	188.5m					
-2.6m	189.6m					
-2.6m	189.9m					
-2.6m	190.5m					
-2.6m	189m					
-2.6m	188.5m					
-2.6m	189.1m					
-2.6m	187m					
-2.6m	184.3m					
-2.6m	185.3m					
-2.6m	186m					
-2.6m	189.1m					
-2.6m	190.1m					
-2.6m	191.2m					
-2.6m	190.1m					
-2.6m	189.9m					
-2.6m	189.7m					
-2.6m	187.4m					
-2.6m	183.7m					
-2.6m	184.7m					
-2.6m	185.6m					
-2.6m	187.6m					
-2.6m	188m					
-2.6m	188.4m					
-2.6m	188.8m					
-2.5m	189.1m					
-2.6m	188.5m					
-2.6m	187.3m					
-2.6m	183.7m					
-2.6m	185.6m					
-2.6m	186.9m					
-2.6m	189.3m					
-2.6m	189.5m					
-2.6m	189.5m					
-2.6m	189.6m					
-2.6m	189.9m					
-2.6m	189.1m					
-2.6m	188.6m					
-2.6m	187.4m					
-2.6m	188m					
-2.5m	189.4m					
-2.6m	190.5m					
-2.6m	191.2m					
-2.5m	190.3m					
-2.5m	190.7m					
-2.6m	191.6m					
-2.6m	188.9m					
-2.5m	187.5m					
-2.6m	186.7m					
-2.5m	187.4m					
-2.5m	188.7m					
-2.5m	189.8m					
-2.5m	190.1m					
-2.5m	188.2m					
-2.5m	188.5m					
-2.5m	188.9m					
-2.5m	186.4m					
-2.5m	183m					
-2.5m	182.2m					
-2.5m	182.2m					
-2.5m	184.2m					
-2.5m	185.1m					
-2.5m	186.3m					
-2.5m	186.6m					
-2.5m	186.7m					
-2.5m	188.5m					
-2.5m	188.3m					
-2.5m	185.1m					
-2.5m	186.9m					
-2.5m	188.8m					
-2.5m	192.7m					
-2.5m	193.5m					
-2.5m	193.5m					
-2.5m	193.3m					
-2.5m	193m					
-2.5m	192.3m					
-2.5m	191.3m					
-2.5m	187m					
-2.5m	188.1m					
-2.5m	189m					
-2.5m	192.3m					
-2.5m	192.8m					
-2.5m	192.7m					
-2.5m	192.4m					
-2.5m	192.1m					
-2.4m	191.5m					
-2.5m	190.3m					
-2.5m	186.9m					
-2.5m	187.7m					
-2.5m	188.2m					
-2.5m	190.8m					
-2.5m	191.1m					
-2.5m	191.4m					
-2.4m	192.3m					
-2.4m	192.8m					
-2.4m	191.2m					
-2.4m	190.2m					
-2.4m	188m					
-2.4m	187.4m					
-2.4m	187m					
-2.4m	187.5m					
-2.4m	187.3m					
-2.5m	184.1m					
-2.4m	183.9m					
-2.4m	183.7m					
-2.4m	181.8m					
-2.4m	181.4m					
-2.4m	183.9m					
-2.4m	184.4m					
-2.4m	188.9m					
-2.4m	192.4m					
-2.4m	193.4m					
-2.4m	192.6m					
-2.4m	193.3m					
-2.4m	194.2m					
-2.5m	190.2m					
-2.4m	189.3m					
-2.4m	190.8m					
-2.4m	192.4m					
-2.4m	193.7m					
-2.4m	194.7m					
-2.4m	194.4m					
-2.4m	192.3m					
-2.4m	192.2m					
-2.4m	192.1m					
-2.4m	188.3m					
-2.4m	187.1m					
-2.4m	188.7m					
-2.4m	189.7m					
-2.4m	192.1m					
-2.4m	192.6m					
-2.4m	193.1m					
-2.4m	193.3m					
-2.4m	193.5m					
-2.3m	193.6m					
-2.4m	189.1m					
-2.4m	188.6m					
-2.3m	190.5m					
-2.4m	192.4m					
-2.4m	193.5m					
-2.4m	192.7m					
-2.3m	192.3m					
-2.3m	189.4m					
-2.3m	188.1m					
-2.3m	185.3m					
-2.4m	181.7m					
-2.3m	180.1m					
-2.4m	181.6m					
-2.3m	181.7m					
-2.3m	185.9m					
-2.3m	187.1m					
-2.3m	189m					
-2.3m	190.6m					
-2.3m	191.2m					
-2.4m	190.4m					
-2.3m	190.5m					
-2.3m	190.6m					
-2.3m	192.4m					
-2.3m	194.1m					
-2.3m	195.8m					
-2.3m	195.7m					
-2.3m	195.7m					
-2.3m	196.1m					
-2.3m	194.2m					
-2.3m	191.8m					
-2.3m	191.1m					
-2.3m	191m					
-2.3m	191.5m					
-2.3m	192m					
-2.3m	192.6m					
-2.3m	190.8m					
-2.3m	190.8m					
-2.3m	192.3m					
-2.3m	190.5m					
-2.3m	188.8m					
-2.2m	190.3m					
-2.3m	191.2m					
-2.3m	193.9m					
-2.3m	194.8m					
-2.3m	195.5m					
-2.3m	194m					
-2.3m	193.6m					
-2.3m	192.9m					
-2.3m	188.3m					
-2.3m	184.7m					
-2.3m	184.1m					
-2.3m	183.7m					
-2.3m	184.7m					
-2.3m	185.2m					
-2.3m	186.5m					
-2.2m	187.5m					
-2.2m	188m					
-2.3m	189.6m					
-2.2m	188.6m					
-2.2m	186.7m					
-2.2m	189.1m					
-2.3m	190.4m					
-2.2m	195.2m					
-2.3m	196m					
-2.2m	197.4m					
-2.2m	198.1m					
-2.3m	198.2m					
-2.2m	197.3m					
-2.2m	194.6m					
-2.2m	191.4m					
-2.2m	193.1m					
-2.2m	193.8m					
-2.2m	195.7m					
-2.2m	195.8m					
-2.2m	196m					
-2.2m	194.6m					
-2.2m	194.1m					
-2.2m	193m					
-2.2m	189.7m					
-2.2m	186.9m					
-2.2m	189.1m					
-2.3m	190.1m					
-2.2m	192.8m					
-2.2m	193.6m					
-2.2m	194.2m					
-2.2m	194.6m					
-2.2m	194.6m					
-2.2m	194.2m					
-2.2m	190.6m					
-2.2m	188.2m					
-2.2m	191m					
-2.2m	192m					
-2.2m	194m					
-2.2m	194.1m					
-2.2m	194.2m					
-2.2m	195.3m					
-2.2m	194.8m					
-2.2m	193.4m					
-2.2m	190m					
-2.2m	188.4m					
-2.2m	189.1m					
-2.2m	190.2m					
-2.2m	192.6m					
-2.2m	192.4m					
-2.2m	192.3m					
-2.2m	193.4m					
-2.2m	192.6m					
-2.2m	191.8m					
-2.2m	189.8m					
-2.1m	189.1m					
-2.1m	191.1m					
-2.1m	193m					
-2.1m	194m					
-2.2m	194.2m					
-2.1m	194.8m					
-2.2m	195.9m					
-2.1m	194.5m					
-2.1m	193.8m					
-2.1m	190.7m					
-2.2m	191.5m					
-2.1m	192.6m					
-2.1m	194.2m					
-2.1m	194.6m					
-2.1m	193.7m					
-2.1m	194.5m					
-2.1m	195.4m					
-2.1m	193.6m					
-2.1m	192.5m					
-2.1m	189.3m					
-2.1m	190.2m					
-2.1m	191.1m					
-2.1m	193.1m					
-2.1m	193.2m					
-2.1m	192.7m					
-2.1m	194.5m					
-2.1m	195.6m					
-2.1m	192.9m					
-2.1m	192.6m					
-2.1m	192.1m					
-2.1m	193.1m					
-2.1m	193.6m					
-2.1m	196.3m					
-2.1m	195.9m					
-2.1m	195.4m					
-2.1m	196.4m					
-2.1m	196.4m					
-2.1m	192.8m					
-2.1m	192m					
-2.1m	191m					
-2.1m	192.1m					
-2.1m	192.7m					
-2.1m	194m					
-2.1m	193.6m					
-2.1m	193.3m					
-2.1m	194.7m					
-2m	194.4m					
-2m	192.3m					
-2.1m	192.2m					
-2.1m	192.1m					
-2m	194.5m					
-2.1m	195.2m					
-2m	196.9m					
-2.1m	196.1m					
-2m	195.5m					
-2m	197.6m					
-2m	196.5m					
-2m	193.4m					
-2m	192.1m					
-2m	191.4m					
-2.1m	192.6m					
-2m	192.9m					
-2.1m	193.4m					
-2m	192m					
-2m	191.2m					
-2m	193.8m					
-2m	192.4m					
-2m	190.3m					
-2m	191m					
-2m	192.3m					
-2m	194.6m					
-2m	196.5m					
-2m	197.4m					
-2m	196.7m					
-2m	197.4m					
-2m	198.7m					
-2m	195.4m					
-2m	194m					
-2m	194.2m					
-2m	195m					
-2m	196.3m					
-2m	196.4m					
-2m	196.4m					
-2m	194.7m					
-2m	195.1m					
-2m	195.5m					
-2m	192m					
-2m	191.9m					
-2m	191.9m					
-2m	193.7m					
-2m	194.6m					
-2m	196.2m					
-2m	195.5m					
-2m	194.7m					
-2m	196.5m					
-2m	196.2m					
-2m	193.5m					
-2m	193.5m					
-2m	193.5m					
-1.9m	196.3m					
-2m	196.8m					
-1.9m	197.4m					
-1.9m	196.2m					
-1.9m	195.3m					
-2m	197.2m					
-2m	196m					
-1.9m	192.2m					
-2m	191.9m					
-1.9m	191.8m					
-2m	193.2m					
-1.9m	193.8m					
-1.9m	195.2m					
-1.9m	193.8m					
-1.9m	194.6m					
-1.9m	196.7m					
-1.9m	194.4m					
-1.9m	193.2m					
-1.9m	194.2m					
-1.9m	195.4m					
-1.9m	197.6m					
-1.9m	198.6m					
-1.9m	199m					
-1.9m	198.1m					
-2m	198.6m					
-1.9m	199.3m					
-1.9m	195.6m					
-1.9m	194.8m					
-1.9m	194.9m					
-1.9m	196.2m					
-1.9m	196.8m					
-1.9m	197.5m					
-1.9m	196.4m					
-1.9m	195m					
-1.9m	196.6m					
-1.9m	196.6m					
-1.9m	193.3m					
-1.9m	193m					
-1.9m	192.7m					
-1.9m	195.1m					
-1.9m	195.9m					
-1.9m	197.4m					
-1.9m	196.7m					
-1.9m	196.4m					
-1.9m	198.8m					
-1.8m	196.6m					
-1.8m	194.6m					
-1.9m	194.6m					
-1.9m	194.9m					
-1.9m	196.3m					
-1.9m	197.3m					
-1.9m	198.1m					
-1.8m	196.9m					
-1.8m	197.4m					
-1.8m	198.8m					
-1.8m	196.5m					
-1.8m	195.1m					
-1.9m	194.3m					
-1.9m	194.7m					
-1.8m	196m					
-1.8m	197.4m					
-1.8m	197.3m					
-1.9m	197m					
-1.8m	198.4m					
-1.8m	199m					
-1.8m	197.2m					
-1.8m	197m					
-1.8m	196.6m					
-1.8m	198.1m					
-1.8m	199.5m					
-1.8m	201m					
-1.8m	200.4m					
-1.8m	200.3m					
-1.8m	201.3m					
-1.8m	200m					
-1.8m	198.3m					
-1.8m	194.2m					
-1.8m	193.1m					
-1.8m	193.5m					
-1.8m	194.4m					
-1.8m	195.4m					
-1.8m	195.2m					
-1.8m	195.6m					
-1.8m	197.8m					
-1.8m	196.4m					
-1.8m	195.7m					
-1.8m	193.8m					
-1.8m	194.7m					
-1.8m	195.5m					
-1.8m	199.1m					
-1.8m	199.8m					
-1.8m	200.8m					
-1.8m	201.7m					
-1.8m	201.9m					
-1.7m	200.3m					
-1.8m	197.5m					
-1.8m	195.6m					
-1.7m	197m					
-1.7m	197.9m					
-1.8m	199.8m					
-1.8m	199.6m					
-1.7m	199.6m					
-1.8m	199.6m					
-1.8m	199.2m					
-1.7m	198.5m					
-1.8m	194.5m					
-1.7m	194.9m					
-1.7m	196.6m					
-1.7m	199.3m					
-1.7m	200.5m					
-1.7m	201.3m					
-1.7m	201.3m					
-1.7m	201.2m					
-1.8m	200.5m					
-1.8m	197.6m					
-1.7m	193.7m					
-1.7m	195.9m					
-1.7m	196.9m					
-1.7m	199.1m					
-1.7m	199.4m					
-1.7m	199.8m					
-1.7m	199.4m					
-1.7m	199.3m					
-1.7m	198.8m					
-1.7m	195.2m					
-1.7m	193.8m					
-1.7m	195.9m					
-1.7m	197.4m					
-1.7m	199.1m					
-1.7m	200.7m					
-1.7m	200.9m					
-1.7m	200.3m					
-1.7m	200.6m					
-1.6m	200.1m					
-1.7m	196.6m					
-1.7m	198.1m					
-1.7m	199.3m					
-1.7m	202m					
-1.7m	202.6m					
-1.7m	203.6m					
-1.7m	202.2m					
-1.7m	201.7m					
-1.7m	202.6m					
-1.7m	200m					
-1.7m	198.5m					
-1.7m	198.6m					
-1.7m	198.6m					
-1.7m	198.8m					
-1.7m	199.4m					
-1.6m	199.6m					
-1.6m	198.5m					
-1.7m	199.4m					
-1.7m	199.6m					
-1.6m	196.4m					
-1.6m	196.6m					
-1.7m	196.9m					
-1.7m	197.4m					
-1.6m	197.8m					
-1.6m	199.9m					
-1.6m	200.5m					
-1.6m	201.4m					
-1.6m	202.6m					
-1.6m	201.3m					
-1.6m	200m					
-1.6m	197.5m					
-1.6m	197.4m					
-1.6m	198.4m					
-1.6m	200m					
-1.6m	201.2m					
-1.6m	201.2m					
-1.7m	201.1m					
-1.6m	201.1m					
-1.6m	200.1m					
-1.6m	199m					
-1.6m	196.1m					
-1.6m	196.7m					
-1.6m	197.1m					
-1.6m	201.1m					
-1.6m	202.1m					
-1.6m	202.6m					
-1.6m	202.9m					
-1.6m	202.6m					
-1.6m	202.1m					
-1.6m	198.8m					
-1.6m	197.4m					
-1.6m	199.5m					
-1.6m	201.4m					
-1.6m	202.3m					
-1.6m	203.5m					
-1.6m	202.6m					
-1.6m	201.3m					
-1.5m	200.4m					
-1.5m	199.2m					
-1.5m	194.9m					
-1.6m	196.2m					
-1.6m	197m					
-1.6m	199.1m					
-1.6m	200.3m					
-1.6m	201.4m					
-1.6m	199.5m					
-1.6m	199.5m					
-1.6m	200.7m					
-1.6m	198.3m					
-1.6m	197.1m					
-1.5m	199.9m					
-1.5m	201.8m					
-1.5m	203.1m					
-1.6m	205.6m					
-1.6m	205.1m					
-1.5m	203.4m					
-1.5m	204.9m					
-1.5m	203.7m					
-1.5m	200.8m					
-1.5m	200.5m					
-1.6m	200.3m					
-1.5m	201.1m					
-1.5m	201.7m					
-1.5m	201.9m					
-1.5m	200.2m					
-1.5m	200.8m					
-1.5m	201.9m					
-1.5m	200.9m					
-1.5m	200.5m					
-1.5m	199.1m					
-1.5m	199.8m					
-1.5m	200.4m					
-1.5m	204m					
-1.5m	204.3m					
-1.5m	204.5m					
-1.5m	205.1m					
-1.5m	204.6m					
-1.5m	203.9m					
-1.5m	199.6m					
-1.5m	198.6m					
-1.5m	199.7m					
-1.5m	201.7m					
-1.5m	203.8m					
-1.5m	203.4m					
-1.5m	202.9m					
-1.5m	202.5m					
-1.5m	202.1m					
-1.5m	201.1m					
-1.5m	197.6m					
-1.5m	200.3m					
-1.5m	201.7m					
-1.5m	204.9m					
-1.5m	206m					
-1.5m	206.4m					
-1.5m	205.5m					
-1.5m	205.7m					
-1.5m	205.9m					
-1.4m	200.3m					
-1.4m	200.6m					
-1.5m	201.7m					
-1.4m	203.6m					
-1.5m	204m					
-1.4m	204.7m					
-1.4m	203.8m					
-1.4m	203.5m					
-1.4m	206.8m					
-1.4m	204.8m					
-1.4m	203.8m					
-1.4m	202.1m					
-1.4m	202.4m					
-1.5m	203.2m					
-1.4m	205.5m					
-1.5m	204.7m					
-1.4m	203.8m					
-1.4m	204.8m					
-1.4m	204.9m					
-1.4m	203.5m					
-1.4m	200m					
-1.4m	199.6m					
-1.4m	202.4m					
-1.4m	204.2m					
-1.4m	206.3m					
-1.4m	207.9m					
-1.4m	207.6m					
-1.4m	207.4m					
-1.4m	207.6m					
-1.4m	204.6m					
-1.4m	202.1m					
-1.4m	205.1m					
-1.4m	205.6m					
-1.4m	206.4m					
-1.4m	205.6m					
-1.4m	204.3m					
-1.4m	201.1m					
-1.4m	200.3m					
-1.4m	199.8m					
-1.4m	194.8m					
-1.4m	195.3m					
-1.4m	196.6m					
-1.4m	199.6m					
-1.4m	202.7m					
-1.4m	205.7m					
-1.4m	207.3m					
-1.4m	208.1m					
-1.4m	212m					
-1.4m	211.1m					
-1.4m	210.6m					
-1.4m	209m					
-1.4m	209m					
-1.4m	209.1m					
-1.3m	210.2m					
-1.3m	210m					
-1.3m	209.7m					
-1.3m	207.7m					
-1.4m	206.6m					
-1.4m	204.9m					
-1.3m	201.1m					
-1.3m	202.1m					
-1.3m	203.1m					
-1.3m	206.2m					
-1.3m	207.6m					
-1.3m	208.4m					
-1.3m	207.5m					
-1.3m	207.7m					
-1.3m	208.8m					
-1.3m	206.5m					
-1.3m	206.2m					
-1.3m	206.5m					
-1.4m	207.2m					
-1.3m	208m					
-1.3m	209m					
-1.3m	207.2m					
-1.3m	206m					
-1.4m	206.3m					
-1.3m	204m					
-1.3m	202.6m					
-1.3m	197.9m					
-1.3m	198.2m					
-1.3m	199m					
-1.3m	202.8m					
-1.3m	205.6m					
-1.3m	207.5m					
-1.3m	208.4m					
-1.3m	208.8m					
-1.3m	209.7m					
-1.3m	206.6m					
-1.3m	205.8m					
-1.3m	208.6m					
-1.3m	212.1m					
-1.3m	213.2m					
-1.2m	213.2m					
-1.2m	211.2m					
-1.3m	211m					
-1.3m	213.2m					
-1.3m	210.9m					
-1.3m	208.7m					
-1.3m	208m					
-1.2m	207.8m					
-1.3m	208m					
-1.2m	209.3m					
-1.2m	208.7m					
-1.3m	208.2m					
-1.2m	209.2m					
-1.3m	208.2m					
-1.3m	207.5m					
-1.2m	203.4m					
-1.3m	204.1m					
-1.2m	206m					
-1.2m	210.4m					
-1.2m	211m					
-1.2m	211.9m					
-1.3m	209m					
-1.2m	208.6m					
-1.2m	207.9m					
-1.2m	203.5m					
-1.2m	201.9m					
-1.2m	204.8m					
-1.2m	206.5m					
-1.2m	207.2m					
-1.2m	208.4m					
-1.2m	208.2m					
-1.2m	208.5m					
-1.2m	210.6m					
-1.2m	209.7m					
-1.2m	208.5m					
-1.2m	208m					
-1.2m	208.3m					
-1.2m	208.5m					
-1.2m	211.3m					
-1.2m	213.1m					
-1.2m	214m					
-1.2m	213.1m					
-1.2m	212.4m					
-1.2m	211.9m					
-1.2m	206.4m					
-1.2m	208.1m					
-1.2m	209.1m					
-1.2m	212.2m					
-1.2m	213.1m					
-1.2m	213.5m					
-1.2m	210.8m					
-1.2m	211.7m					
-1.2m	213.1m					
-1.2m	211.9m					
-1.1m	210.9m					
-1.2m	209.5m					
-1.1m	209.4m					
-1.2m	210.4m					
-1.2m	211.3m					
-1.2m	209.8m					
-1.2m	208.5m					
-1.1m	207.1m					
-1.2m	205.3m					
-1.1m	203.6m					
-1.1m	200.2m					
-1.1m	203.6m					
-1.1m	205.6m					
-1.1m	210.9m					
-1.2m	213.1m					
-1.1m	213.3m					
-1.1m	212.6m					
-1.1m	215.7m					
-1.1m	215.4m					
-1.2m	213.5m					
-1.1m	213.1m					
-1.1m	213.3m					
-1.1m	214m					
-1.2m	215.2m					
-1.1m	215m					
-1.1m	214.5m					
-1.1m	213.5m					
-1.1m	213.2m					
-1.1m	212.6m					
-1.1m	207.7m					
-1.1m	208.4m					
-1.1m	210.8m					
-1.1m	212.8m					
-1.1m	214.4m					
-1.1m	215.5m					
-1.1m	215.3m					
-1.1m	216.1m					
-1.1m	217.3m					
-1.1m	215.9m					
-1.1m	214.7m					
-1.1m	213.2m					
-1.1m	213.5m					
-1.1m	214.9m					
-1.1m	216.5m					
-1.1m	217m					
-1.1m	215.8m					
-1.1m	214.5m					
-1.1m	213.3m					
-1.1m	211.1m					
-1.1m	209.4m					
-1.1m	211.5m					
-1.1m	211.9m					
-1.1m	212m					
-1.1m	213.5m					
-1.1m	212.9m					
-1m	212.5m					
-1.1m	214.6m					
-1m	214.2m					
-1m	214m					
-1m	208.3m					
-1m	209.7m					
-1.1m	210.5m					
-1m	214.5m					
-1.1m	215.4m					
-1m	215.8m					
-1m	214.9m					
-1m	216.1m					
-1m	216.3m					
-1m	213m					
-1m	214.2m					
-1m	215.2m					
-1m	216.1m					
-1m	217.5m					
-1m	218.1m					
-1m	218.5m					
-1.1m	219m					
-992.8u	218.4m					
-1m	217.7m					
-1m	213.1m					
-976.4u	214.3m					
-983u	216.1m					
-1m	218.7m					
-1m	219.3m					
-989.5u	219.2m					
-1m	218.2m					
-992.8u	219.5m					
-996.1u	219.7m					
-986.2u	217.6m					
-986.2u	215.2m					
-983u	213.9m					
-986.2u	214.2m					
-976.4u	216.5m					
-986.2u	218.2m					
-979.7u	219.2m					
-960u	215.7m					
-1m	215.9m					
-969.8u	216.3m					
-986.2u	212.3m					
-953.4u	213.4m					
-999.4u	215m					
-969.8u	216.2m					
-953.4u	217.5m					
-966.6u	219.3m					
-950.2u	220.3m					
-960u	221.7m					
-946.9u	222m					
-953.4u	221.5m					
-953.4u	216.5m					
-943.6u	216m					
-950.2u	219.1m					
-946.9u	221m					
-937u	221.3m					
-950.2u	221.2m					
-966.6u	218.8m					
-923.9u	220m					
-979.7u	221.2m					
-937u	219.5m					
-953.4u	216.2m					
-897.7u	214.2m					
-950.2u	216.2m					
-920.7u	219m					
-910.8u	220.5m					
-930.5u	220.7m					
-920.7u	219.5m					
-927.2u	219.2m					
-907.5u	219.8m					
-914.1u	217.3m					
-910.8u	217.5m					
-897.7u	218m					
-907.5u	217.4m					
-904.3u	219m					
-927.2u	221.1m					
-855.1u	222.1m					
-940.3u	221.6m					
-881.3u	221.5m					
-884.6u	221.5m					
-884.6u	218.1m					
-917.4u	218m					
-891.1u	219.7m					
-864.9u	220.6m					
-891.1u	221.9m					
-874.7u	222.9m					
-878u	223m					
-878u	223.9m					
-871.5u	224m					
-884.6u	222.9m					
-878u	219.5m					
-874.7u	218.7m					
-868.2u	221.2m					
-861.6u	224m					
-871.5u	224m					
-891.1u	224m					
-848.5u	222.7m					
-848.5u	225m					
-868.2u	225.7m					
-871.5u	224m					
-868.2u	218.6m					
-848.5u	218.2m					
-841.9u	220.7m					
-835.4u	223m					
-858.3u	223.4m					
-858.3u	222.8m					
-841.9u	221.3m					
-848.5u	222.2m					
-838.7u	223m					
-841.9u	222.1m					
-828.8u	218.3m					
-819u	217.9m					
-838.7u	219.4m					
-855.1u	223.8m					
-809.1u	225.6m					
-835.4u	226.5m					
-812.4u	223.9m					
-809.1u	225.2m					
-822.3u	226.1m					
-855.1u	225.6m					
-815.7u	224.1m					
-792.7u	223.6m					
-822.3u	224m					
-805.9u	228.2m					
-812.4u	229.1m					
-796u	228.2m					
-799.3u	225.4m					
-796u	227m					
-792.7u	226.6m					
-799.3u	224.6m					
-792.7u	221.8m					
-792.7u	221.8m					
-773.1u	222.3m					
-815.7u	225.9m					
-792.7u	225.9m					
-756.7u	225.6m					
-773.1u	224.2m					
-786.2u	224.4m					
-819u	223.3m					
-756.7u	222.5m					
-789.5u	224.2m					
-763.2u	223.6m					
-766.5u	224.1m					
-779.6u	227.2m					
-753.4u	229m					
-769.8u	228.5m					
-769.8u	228m					
-753.4u	228.2m					
-756.7u	226.9m					
-759.9u	226m					
-746.8u	225.9m					
-786.2u	225.3m					
-750.1u	226.5m					
-766.5u	229.2m					
-740.3u	230.5m					
-746.8u	229.4m					
-737u	228.9m					
-766.5u	229m					
-750.1u	226.9m					
-733.7u	226.4m					
-746.8u	226.9m					
-727.1u	227.2m					
-730.4u	229.7m					
-730.4u	230.9m					
-720.6u	231.5m					
-720.6u	229.9m					
-717.3u	229.7m					
-717.3u	229.1m					
-727.1u	225.9m					
-717.3u	226.6m					
-697.6u	226.4m					
-769.8u	225.4m					
-707.5u	228.6m					
-707.5u	230.8m					
-714u	231.3m					
-717.3u	228.7m					
-743.5u	229.3m					
-671.4u	228.6m					
-714u	226.7m					
-691.1u	227.5m					
-700.9u	227.2m					
-691.1u	228.8m					
-687.8u	232m					
-687.8u	233.4m					
-687.8u	232.6m					
-684.5u	231.5m					
-677.9u	233.5m					
-671.4u	231.7m					
-681.2u	230.9m					
-697.6u	230.5m					
-687.8u	230.5m					
-664.8u	234.4m					
-681.2u	235.4m					
-671.4u	236m					
-671.4u	232.7m					
-661.6u	232.9m					
-661.6u	233m					
-645.2u	231.2m					
-658.3u	227.6m					
-664.8u	227.2m					
-655u	227.2m					
-661.6u	230.3m					
-651.7u	231.3m					
-648.4u	230.8m					
-648.4u	228.2m					
-641.9u	231.1m					
-648.4u	231.5m					
-651.7u	231.6m					
-622.2u	227m					
-645.2u	228.9m					
-635.3u	231.6m					
-622.2u	234.9m					
-655u	235.4m					
-651.7u	234m					
-641.9u	234.8m					
-605.8u	237.4m					
-635.3u	235.4m					
-615.6u	230.8m					
-615.6u	230.6m					
-622.2u	232.9m					
-609.1u	234.7m					
-615.6u	235.3m					
-615.6u	235.5m					
-605.8u	235.6m					
-618.9u	237.6m					
-609.1u	237.2m					
-592.7u	235.6m					
-622.2u	231.5m					
-599.2u	235.2m					
-569.7u	235.8m					
-602.5u	236.1m					
-599.2u	237.9m					
-618.9u	238.9m					
-563.2u	237.6m					
-609.1u	236.6m					
-573u	236.5m					
-586.1u	234.5m					
-589.4u	233.5m					
-579.6u	233.7m					
-586.1u	234.1m					
-576.3u	237m					
-579.6u	239.3m					
-569.7u	240.8m					
-569.7u	237.6m					
-553.3u	239.3m					
-569.7u	239.7m					
-563.2u	238.8m					
-523.8u	235.6m					
-543.5u	236.2m					
-556.6u	238.2m					
-556.6u	240.8m					
-559.9u	241.2m					
-556.6u	239.5m					
-543.5u	240.6m					
-559.9u	242.5m					
-540.2u	241.5m					
-536.9u	237.2m					
-546.8u	238.5m					
-533.6u	241.2m					
-533.6u	242.4m					
-533.6u	243.7m					
-536.9u	244.6m					
-530.4u	244.9m					
-530.4u	243.9m					
-520.5u	243.1m					
-559.9u	240.9m					
-546.8u	239.3m					
-510.7u	238.6m					
-536.9u	236.9m					
-520.5u	239.5m					
-546.8u	241.6m					
-504.1u	242.8m					
-530.4u	239.2m					
-497.6u	242.1m					
-497.6u	243.1m					
-500.8u	242.4m					
-500.8u	237.4m					
-500.8u	241.3m					
-500.8u	244.3m					
-500.8u	246.3m					
-494.3u	246m					
-491u	247.2m					
-487.7u	247.8m					
-494.3u	247.5m					
-504.1u	246.4m					
-477.9u	244.5m					
-500.8u	243.6m					
-474.6u	242.9m					
-468u	243.5m					
-458.2u	247.5m					
-487.7u	249m					
-461.5u	247.1m					
-477.9u	246.8m					
-481.2u	249.3m					
-471.3u	248.1m					
-468u	243.5m					
-461.5u	242.4m					
-464.8u	245.4m					
-451.6u	245.4m					
-454.9u	246m					
-454.9u	246.8m					
-458.2u	247.4m					
-448.4u	246.8m					
-448.4u	246.8m					
-458.2u	245.6m					
-445.1u	243.4m					
-458.2u	241.2m					
-438.5u	242.6m					
-441.8u	247.6m					
-432u	249.6m					
-445.1u	250.3m					
-432u	249.5m					
-432u	253.5m					
-432u	253.7m					
-428.7u	251.1m					
-425.4u	250.2m					
-425.4u	252.9m					
-425.4u	250.6m					
-418.8u	253.3m					
-422.1u	255m					
-422.1u	255.3m					
-415.6u	251.7m					
-432u	254.8m					
-399.2u	253.4m					
-428.7u	250.7m					
-409u	247.5m					
-415.6u	252m					
-389.3u	250.9m					
-422.1u	251.7m					
-392.6u	254.3m					
-399.2u	255.1m					
-409u	251.3m					
-392.6u	254m					
-395.9u	253.5m					
-379.5u	250.8m					
-382.8u	244.3m					
-389.3u	245.6m					
-379.5u	246.4m					
-382.8u	246.6m					
-382.8u	246.8m					
-376.2u	249.1m					
-359.8u	251.3m					
-379.5u	252.3m					
-376.2u	253.3m					
-382.8u	254.2m					
-376.2u	255.9m					
-379.5u	257.7m					
-356.5u	262.8m					
-359.8u	264.9m					
-356.5u	264.8m					
-359.8u	265.1m					
-356.5u	266.4m					
-343.4u	264.4m					
-356.5u	261.7m					
-353.3u	259.7m					
-350u	257.8m					
-350u	257.1m					
-340.1u	259.2m					
-343.4u	258.2m					
-343.4u	257.6m					
-350u	257.4m					
-333.6u	257.7m					
-343.4u	257.3m					
-336.9u	255.1m					
-343.4u	254.4m					
-330.3u	253.6m					
-336.9u	252.6m					
-320.5u	256.6m					
-310.6u	254.9m					
-323.7u	253.8m					
-323.7u	254.1m					
-320.5u	255.4m					
-307.3u	254.7m					
-313.9u	254.2m					
-313.9u	256.9m					
-307.3u	258.2m					
-300.8u	259.6m					
-300.8u	266.6m					
-310.6u	267.9m					
-287.7u	266.8m					
-307.3u	268.9m					
-290.9u	269.3m					
